#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	downstream_1.5km_2012	downstream_17.5km_2011	downstream_2.3km_2011	downstream_2.7km_2011	effluent_point_2011	upstream_1.9km_2011	upstream_150m_2012	upstream_2.2km_2011
k__Bacteria|p__Bacteroidota|c__Flavobacteriia	0.0123915872936083	0.054728636917828	0.0326864590788175	0.0870711587587033	0.1559934703438403	0.0990926153041261	0.005506275862901	0.4390060167789594
k__Bacteria|p__Bacteroidota|c__CFGB7739	0.0064093907318484	0.0	0.0	0.0003276548507306	0.0113379469129078	0.0	0.0	0.0069900500680289
k__Bacteria|p__Planctomycetota|c__CFGB26100	0.0039955219437699	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB39919	0.0029918373711396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Nitrospirae|c__Nitrospira	0.0029386228724434	0.0	0.0008616362503179	0.0067549051925722	0.0	0.4402034576614196	0.0588609987388251	0.0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0.0022771370900398	0.0	0.0001834176176419	0.0	0.0	0.0	0.0019049815365582	0.0
k__Bacteria|p__Proteobacteria|c__CFGB35538	0.0016178685784151	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB8514	0.0007272648155141	0.0	0.007289517324395	0.0	0.0039987841959863	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0.000466365953851	0.0	0.0	0.0	0.0	0.0	0.0221798465671892	0.0005731995418317
k__Archaea|p__Euryarchaeota|c__CFGB9262	0.0001071680876519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales	4.993868067454689	0.0	0.0007208738925927	0.017371942734674	0.0156978969621874	0.0330828623349122	9.159324727629038	0.0154799894219102
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.5987141075597068	0.0767810137918533	0.0513236085179358	0.3616924075771698	0.5139678895246631	0.3012827079923333	1.0814609490449565	0.5963590673055746
k__Archaea|p__Euryarchaeota|c__CFGB27277|o__OFGB27277	0.4787701056790835	0.0013955729611283	0.081814654687914	0.0195141705563197	0.1046232252968541	0.0022468355790657	0.0595139677947407	0.2904670669270099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	0.1824917323758808	0.0219762139836909	0.0013796310629318	0.001983880206356	0.0193478462145167	0.0004860598707629	0.1414645150529823	0.0394581508661662
k__Bacteria|p__Chloroflexi|c__CFGB39849|o__OFGB39849	0.1562414636232214	0.6760346950973984	1.766142369829176	0.9129501526091678	1.089094170366517	0.0006493627911436	0.0	0.0019532005931717
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales	0.1095390892050047	0.0271821715465516	0.1316799865074465	0.0422157009869907	0.2092230867649239	0.0035693876256061	0.0286942972740534	0.1521855074398862
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	0.0993839890371544	0.2909797625015196	0.1190553625489661	0.1317178168706366	0.171902939755576	0.0905105061606597	0.0653051116658779	1.4559633687189415
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales	0.0791077868533984	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB6783|o__OFGB6783	0.0771898476295577	0.0	0.0	0.0	0.0029305380243408	0.0	0.0332533577021611	0.0039233810650512
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	0.0769740332737344	0.0	0.0008091169615455	0.0098576114492029	0.0394134811689119	0.0	0.0229617682194257	0.1784796214315251
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	0.0763339811088611	0.0	0.049565412023243	0.0031695977313473	0.0297995901217247	0.0014895205768062	0.0	0.0053198474533199
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0644678869898773	0.0090394430412571	0.0230962236726636	0.0578898473930517	0.2989171499661241	0.0734093363637503	0.0567954126050308	0.2594715847004368
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	0.0545019939285022	0.0	0.0	0.0059478614397056	0.0223900114208278	0.0261070234430921	0.0387502551944207	0.26466331125078
k__Bacteria|p__Elusimicrobia|c__CFGB3228|o__OFGB3228	0.0378724630859525	0.0016414222909579	0.0	0.0	0.0	0.0013630570357706	0.0095002894598573	0.0148805482493483
k__Bacteria|p__Candidatus_Aminicenantes|c__CFGB8486|o__OFGB8486	0.0336367368077902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0327306121494361	0.0	0.0	0.000257740032524	0.0030557941064353	0.001317236912207	0.0758663293045569	0.0290438252587384
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales	0.0299560673146392	0.0009880174946511	0.0126723445305122	0.0028810573870188	0.0177821451883352	0.0	0.0013082827044917	0.0101225804187216
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	0.0258888536156813	0.0	0.0009424146487853	0.0022289599880156	0.0019554226702112	0.0022193435049276	0.0348535421928701	0.003385170364193
k__Bacteria|p__Candidatus_Hydrogenedentes|c__CFGB8426|o__OFGB8426	0.0239184389834041	0.0	0.0254134706676401	0.007900941334257	0.0196207487146242	0.0	0.0098707351001973	0.0040576764693762
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified	0.0203301557727117	0.0135183530131126	0.0073566993587639	0.001341041796791	0.0096748966001243	0.1379323179635719	0.0	0.0030162439086334
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0.0172126730574284	0.0024796341005762	0.0	0.0076951650179677	0.0250090317280425	0.0	0.0934882877399686	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0164070646743893	0.0	0.0	4.950724964904119e-05	0.0064188874609109	0.0020241497785465	0.0213158641718394	0.140381919029096
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0.0147160261602669	0.0	0.0	0.0	0.0021325983718268	0.0	0.0368640303991454	0.0264150313097093
k__Archaea|p__Euryarchaeota|c__CFGB38|o__OFGB38	0.0141410139382446	0.0062085356100758	0.0100293179879216	0.0023850400956877	0.0118795334440366	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales	0.0123915872936083	0.054728636917828	0.0326864590788175	0.0870711587587033	0.1559934703438403	0.0990926153041261	0.005506275862901	0.4390060167789594
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales	0.0107500678268838	0.0044276680272555	0.0	0.0	9.05348365398191e-05	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	0.0100907993152591	0.0	0.0	0.0	0.0	0.0	0.058532755766372	0.0038703832618118
k__Bacteria|p__Bacteroidota|c__CFGB7739|o__OFGB7739	0.0064093907318484	0.0	0.0	0.0003276548507306	0.0113379469129078	0.0	0.0	0.0069900500680289
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	0.0054219661449308	0.0014711758302103	0.003889093322908	0.0541905976740468	0.0829302347680963	0.0	0.2306528198538151	0.1372396123846019
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	0.0050753328131461	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Planctomycetota|c__CFGB26100|o__OFGB26100	0.0039955219437699	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	0.003569066863941	0.0	0.0003716339520245	0.0004672955281758	0.0091063767663689	0.0	0.0712767891718643	0.0186346450691009
k__Bacteria|p__Firmicutes|c__CFGB39919|o__OFGB39919	0.0029918373711396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	0.0029386228724434	0.0	0.0008616362503179	0.0067549051925722	0.0	0.4402034576614196	0.0588609987388251	0.0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidia_unclassified	0.0022771370900398	0.0	0.0001834176176419	0.0	0.0	0.0	0.0019049815365582	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0016880821530837	0.0	0.0	0.0	0.0	0.0075108346545489	0.0139175020320121	0.0007224166577484
k__Bacteria|p__Proteobacteria|c__CFGB35538|o__OFGB35538	0.0016178685784151	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales	0.0014900059634924	0.0	0.0061628852718443	0.005229250483922	0.0018483384549491	0.0	0.0091943201176778	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0.0014301396524592	0.0	0.0	0.0	0.0	0.0011539339918262	0.0072635480618554	0.0018986591645952
k__Bacteria|p__Proteobacteria|c__CFGB8514|o__OFGB8514	0.0007272648155141	0.0	0.007289517324395	0.0	0.0039987841959863	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0.000466365953851	0.0	0.0	0.0	0.0	0.0	0.0221798465671892	0.0005731995418317
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	0.0004264550798289	0.0075054048254582	0.0177680485183148	0.0128885132979458	0.0368350230644481	0.0	0.0109433862423209	0.0131666095834223
k__Archaea|p__Euryarchaeota|c__CFGB9262|o__OFGB9262	0.0001071680876519	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	8.64735603812585e-05	0.0	0.0	0.0002549056480021	0.0150748615279348	0.0164712347381566	0.0019143599071997	0.6010738136267634
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Microcoleaceae	4.993868067454689	0.0	0.0007208738925927	0.017371942734674	0.0156978969621874	0.0330828623349122	9.159324727629038	0.0154799894219102
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae	0.5916351010525983	0.0447721590756689	0.04171897696156	0.1986187395356863	0.3264179989335546	0.280755659196819	1.0353451560079536	0.5188459210046382
k__Archaea|p__Euryarchaeota|c__CFGB27277|o__OFGB27277|f__FGB27277	0.4787701056790835	0.0013955729611283	0.081814654687914	0.0195141705563197	0.1046232252968541	0.0022468355790657	0.0595139677947407	0.2904670669270099
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	0.1824917323758808	0.0219762139836909	0.0013796310629318	0.001983880206356	0.0193478462145167	0.0004860598707629	0.1414645150529823	0.0394581508661662
k__Bacteria|p__Chloroflexi|c__CFGB39849|o__OFGB39849|f__FGB39849	0.1562414636232214	0.6760346950973984	1.766142369829176	0.9129501526091678	1.089094170366517	0.0006493627911436	0.0	0.0019532005931717
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae	0.1095390892050047	0.0271821715465516	0.1316799865074465	0.0422157009869907	0.2092230867649239	0.0035693876256061	0.0286942972740534	0.1521855074398862
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Immundisolibacterales|f__Immundisolibacteraceae	0.0791077868533984	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB6783|o__OFGB6783|f__FGB6783	0.0771898476295577	0.0	0.0	0.0	0.0029305380243408	0.0	0.0332533577021611	0.0039233810650512
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	0.0769740332737344	0.0	0.0	0.0021155846071399	0.0	0.0	0.0229617682194257	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae	0.0558338345764255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.0498309434873949	0.0069823449756613	0.0032977847823123	0.017419938312578	0.1506723583381774	0.0734093363637503	0.0468684072809844	0.2594715847004368
k__Bacteria|p__Elusimicrobia|c__CFGB3228|o__OFGB3228|f__FGB3228	0.0378724630859525	0.0016414222909579	0.0	0.0	0.0	0.0013630570357706	0.0095002894598573	0.0148805482493483
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.033695124938304	0.0	0.0073852250638332	0.0053214624603675	0.0079372118342794	0.0054474628502319	0.0146900453136072	0.7092495336232449
k__Bacteria|p__Candidatus_Aminicenantes|c__CFGB8486|o__OFGB8486|f__FGB8486	0.0336367368077902	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.0332014126448452	0.0089047579300406	0.0012116759770096	0.0175850884507203	0.016577610015447	0.0441476890535499	0.0290190233575159	0.607366659584216
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae	0.0327306121494361	0.0	0.0	0.000257740032524	0.0030557941064353	0.001317236912207	0.0758663293045569	0.0290438252587384
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	0.0316700176268113	0.2366750616718032	0.0029712054485748	0.0150205373353127	0.0182095085565178	0.0409153542568778	0.0215960429947547	0.1165406256980602
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	0.031237649824905	0.0	0.0	0.00021881448509	0.0043862343566621	0.0	0.0036177064749654	0.0066478797849785
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	0.0299560673146392	0.0009880174946511	0.0126723445305122	0.0028810573870188	0.0177821451883352	0.0	0.0013082827044917	0.0101225804187216
k__Bacteria|p__Candidatus_Hydrogenedentes|c__CFGB8426|o__OFGB8426|f__FGB8426	0.0239184389834041	0.0	0.0254134706676401	0.007900941334257	0.0196207487146242	0.0	0.0098707351001973	0.0040576764693762
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Thioalkalispiraceae	0.0208135208025352	0.0	0.0009424146487853	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	0.0203619366538775	0.0	0.0	0.003711532051933	0.0131453986674841	0.0144249080198052	0.0328911181361325	0.1826340317553577
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified	0.0203301557727117	0.0135183530131126	0.0073566993587639	0.001341041796791	0.0096748966001243	0.1379323179635719	0.0	0.0030162439086334
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae	0.0191298731910095	0.0	0.049565412023243	0.0	0.0296951018874386	0.0014895205768062	0.0	0.0053198474533199
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.0164070646743893	0.0	0.0	4.950724964904119e-05	0.0064188874609109	0.0020241497785465	0.0213158641718394	0.140381919029096
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Sphaerochaetaceae	0.0159880004971571	0.0024796341005762	0.0	0.0076951650179677	0.0242704751403556	0.0	0.0831978705535634	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	0.0147160261602669	0.0	0.0	0.0	0.0021325983718268	0.0	0.0359074365937106	0.0264150313097093
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0146369435024824	0.0	0.0	0.0	0.0	0.0	0.0046938745060795	0.0
k__Archaea|p__Euryarchaeota|c__CFGB38|o__OFGB38|f__FGB38	0.0141410139382446	0.0062085356100758	0.0100293179879216	0.0023850400956877	0.0118795334440366	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Prolixibacteraceae	0.0107500678268838	0.0044276680272555	0.0	0.0	9.05348365398191e-05	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	0.0100907993152591	0.0	0.0	0.0	0.0	0.0	0.058532755766372	0.0038703832618118
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	0.0083236345043908	0.0336600773790603	0.0256576720306634	0.0704741367523145	0.1492887004779416	0.0890757864516355	0.005506275862901	0.4345691230184431
k__Bacteria|p__Bacteroidota|c__CFGB7739|o__OFGB7739|f__FGB7739	0.0064093907318484	0.0	0.0	0.0003276548507306	0.0113379469129078	0.0	0.0	0.0069900500680289
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Thiovulaceae	0.0051632845540467	0.0320088547161844	0.0091884761768131	0.1550623746698407	0.1875498905911084	0.007036321454924	0.0	0.0594105374313453
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales|f__Acidiferrobacteraceae	0.0050753328131461	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	0.0050745937228865	0.0	0.0	0.0022289599880156	0.0019554226702112	0.0022193435049276	0.0348535421928701	0.003385170364193
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.0040672136989578	0.0210685595387676	0.0070290536435285	0.0165970220063888	0.0067047698658987	0.0100168288524905	0.0	0.0044368937605162
k__Bacteria|p__Planctomycetota|c__CFGB26100|o__OFGB26100|f__FGB26100	0.0039955219437699	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	0.003569066863941	0.0	0.0	0.0	0.0	0.0	0.0667212456327471	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Desulfuromonadaceae	0.0032150426295596	0.0008407319052543	0.0032460652796633	0.02625112464692	0.0627678995223431	0.0	0.0157920038639855	0.0248950748944751
k__Bacteria|p__Firmicutes|c__CFGB39919|o__OFGB39919|f__FGB39919	0.0029918373711396	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	0.0029386228724434	0.0	0.0008616362503179	0.0067549051925722	0.0	0.4402034576614196	0.0588609987388251	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	0.0029031465399793	0.0	0.0	0.0	0.0	0.008676865158996	0.0022426028796529	0.0631816141298057
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	0.0025587304789736	0.0	0.0	0.0	0.0	0.0	0.0044195571648151	0.0124138349607115
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidia_unclassified|f__Dehalococcoidia_unclassified	0.0022771370900398	0.0	0.0001834176176419	0.0	0.0	0.0	0.0019049815365582	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae	0.0022069235153712	0.0006303039196428	0.0006432946386192	0.0279394730271268	0.0201626597433751	0.0	0.2148608159898296	0.1123445374901268
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurospirillaceae	0.0019157219530617	0.0	0.0004161553795626	0.0080112933716427	0.0	0.0134907273405901	0.0461146207406724	0.018102608869591
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.0016880821530837	0.0	0.0	0.0	0.0	0.0075108346545489	0.0132410870494927	0.0007224166577484
k__Bacteria|p__Proteobacteria|c__CFGB35538|o__OFGB35538|f__FGB35538	0.0016178685784151	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae	0.0014900059634924	0.0	0.0061628852718443	0.005229250483922	0.0018483384549491	0.0	0.0091943201176778	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0.0014301396524592	0.0	0.0	0.0	0.0	0.0011539339918262	0.0072635480618554	0.0018986591645952
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Thiobacillaceae	0.001370273341426	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae	0.0012246725602713	0.0	0.0	0.0	0.0	0.0	0.010289244890075	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.0008166947369341	0.0014417747144562	0.0	0.0	0.0	0.0	0.0	0.0118828278447597
k__Bacteria|p__Proteobacteria|c__CFGB8514|o__OFGB8514|f__FGB8514	0.0007272648155141	0.0	0.007289517324395	0.0	0.0039987841959863	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.000466365953851	0.0	0.0	0.0	0.0	0.0	0.0221798465671892	0.0005731995418317
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae	0.0004264550798289	0.0075054048254582	0.0131055620140415	0.010884036564064	0.0368350230644481	0.0	0.0022461197686434	0.004810965633866
